,Date,Word,Day_Value
19,2022-05-03,vying,0.35372482640538616
20,2022-05-03,team,1.0
21,2022-05-03,standing,0.5961167253116648
22,2022-05-03,holding,0.5961167253116648
23,2022-05-03,lord,0.35372482640538616
24,2022-05-03,stanley,0.9306289968641346
25,2022-05-03,cup,0.9999999995319192
26,2022-05-03,games,1.0
27,2022-05-03,round,0.9992677293824642
28,2022-05-03,nhl,0.8792400084965923
29,2022-05-03,playoffs,0.9999998960004248
30,2022-05-03,fansided,0.9999999999990913
31,2022-05-03,fansided,0.9999999999990913
32,2022-05-03,news,0.9999999999999999
33,2022-05-03,entertainment,0.9998665966315529
34,2022-05-03,lifestyle,0.9995754427323591
35,2022-05-03,technology,0.9995754427323591
36,2022-05-03,300,0.99975931561862
37,2022-05-03,siteshow,0.35372482640538616
38,2022-05-03,games,1.0
39,2022-05-03,round,0.9992677293824642
40,2022-05-03,nhl,0.8792400084965923
41,2022-05-03,playoffs,0.9999998960004248
0,2022-05-03,phillip,0.5353240898823204
1,2022-05-03,danault,0.6546687955199224
2,2022-05-03,scored,0.99975931561862
3,2022-05-03,goahead,0.5353240898823204
4,2022-05-03,goal,0.997962672088907
5,2022-05-03,assist,0.8056287650697762
6,2022-05-03,angeles,0.9075543126604715
7,2022-05-03,kings,0.99975931561862
8,2022-05-03,beat,0.9740785406197663
9,2022-05-03,edmonton,0.7602951149649253
10,2022-05-03,oilers,0.9489901389830325
11,2022-05-03,43,0.5961167253116648
12,2022-05-03,steal,0.5353240898823204
13,2022-05-03,road,0.4736938599518636
14,2022-05-03,win,0.9999999999972718
15,2022-05-03,10,0.9999617101306616
16,2022-05-03,firstround,0.9075543126604715
17,2022-05-03,series,0.999999996888177
18,2022-05-03,sheldon,1.0
19,2022-05-03,keefe,1.0
20,2022-05-03,leafs,1.0
21,2022-05-03,expect,1.0
22,2022-05-03,game,1.0
23,2022-05-03,2,1.0
24,2022-05-03,sportsnetcanhl,0.7602951149649253
25,2022-05-03,playoff,0.9999899669985921
26,2022-05-03,highlights,0.9878934746351303
27,2022-05-03,kings,0.99975931561862
28,2022-05-03,4,0.5961167253116648
29,2022-05-03,oilers,0.9489901389830325
30,2022-05-03,3,0.9998665966315529
0,2022-05-03,completesportscoms,0.35372482640538616
1,2022-05-03,live,0.9999999999919997
2,2022-05-03,blogging,0.5353240898823204
3,2022-05-03,202122,0.8792400084965923
4,2022-05-03,uefa,0.8056287650697762
5,2022-05-03,champions,0.9999999999770828
6,2022-05-03,league,1.0
7,2022-05-03,semifinal,0.9995754427323591
8,2022-05-03,leg,0.9999801747780325
9,2022-05-03,match,0.9999999922523256
10,2022-05-03,villarreal,0.9992677293824642
11,2022-05-03,liverpool,0.9999899669985921
12,2022-05-03,estadio,0.35372482640538616
13,2022-05-03,ceramica,0.35372482640538616
14,2022-05-03,villarreal,0.9992677293824642
15,2022-05-03,live,0.9999999999919997
16,2022-05-03,blogging,0.5353240898823204
17,2022-05-03,villarreal,0.9992677293824642
18,2022-05-03,liverpool,0.9999899669985921
19,2022-05-03,202122,0.8792400084965923
20,2022-05-03,champions,0.9999999999770828
21,2022-05-03,league,1.0
22,2022-05-03,semifinal,0.9995754427323591
23,2022-05-03,2nd,0.8792400084965923
24,2022-05-03,leg,0.9999801747780325
25,2022-05-03,complete,0.9995754427323591
26,2022-05-03,sportslive,0.35372482640538616
27,2022-05-03,blogging,0.5353240898823204
28,2022-05-03,villarreal,0.9992677293824642
29,2022-05-03,liverpool,0.9999899669985921
30,2022-05-03,202122,0.8792400084965923
31,2022-05-03,champions,0.9999999999770828
32,2022-05-03,league,1.0
33,2022-05-03,semifinal,0.9995754427323591
34,2022-05-03,2nd,0.8792400084965923
35,2022-05-03,leg,0.9999801747780325
0,2022-05-03,nfl,1.0
1,2022-05-03,draft,1.0
2,2022-05-03,officially,0.6546687955199224
3,2022-05-03,rearview,0.5353240898823204
4,2022-05-03,mirror,0.4736938599518636
5,2022-05-03,didnt,0.7097327804900376
6,2022-05-03,big,0.9967128867687367
7,2022-05-03,surprises,0.35372482640538616
8,2022-05-03,vikings,0.9999999999999708
9,2022-05-03,pick,0.9967128867687367
10,2022-05-03,day,0.9878934746351303
11,2022-05-03,nfl,1.0
12,2022-05-03,draft,1.0
13,2022-05-03,vikings,0.9999999999999708
14,2022-05-03,territoryvikings,0.7097327804900376
15,2022-05-03,pick,0.9967128867687367
16,2022-05-03,day,0.9878934746351303
17,2022-05-03,nfl,1.0
18,2022-05-03,draft,1.0
0,2022-05-03,historically,0.35372482640538616
1,2022-05-03,team,1.0
2,2022-05-03,wins,0.5961167253116648
3,2022-05-03,game,1.0
4,2022-05-03,1,1.0
5,2022-05-03,series,0.999999996888177
6,2022-05-03,stanley,0.9306289968641346
7,2022-05-03,cup,0.9999999995319192
8,2022-05-03,playoffs,0.9999998960004248
9,2022-05-03,win,0.9999999999972718
10,2022-05-03,series,0.999999996888177
11,2022-05-03,teams,0.9999999922523256
12,2022-05-03,open,0.8792400084965923
13,2022-05-03,playoff,0.9999899669985921
14,2022-05-03,series,0.999999996888177
15,2022-05-03,win,0.9999999999972718
16,2022-05-03,win,0.9999999999972718
17,2022-05-03,series,0.999999996888177
18,2022-05-03,686,0.35372482640538616
19,2022-05-03,percent,0.35372482640538616
20,2022-05-03,time,0.9999801747780325
21,2022-05-03,league,1.0
22,2022-05-03,historycrosby,0.35372482640538616
23,2022-05-03,game,1.0
24,2022-05-03,entering,0.5353240898823204
25,2022-05-03,playoffs,0.9999998960004248
0,2022-05-03,click,0.8453157718998657
1,2022-05-03,story,0.9075543126604715
2,2022-05-03,news,0.9999999999999999
3,2022-05-03,north,0.7097327804900376
4,2022-05-03,nfl,1.0
5,2022-05-03,draft,1.0
6,2022-05-03,grades,0.8453157718998657
7,2022-05-03,nfl,1.0
8,2022-05-03,draft,1.0
9,2022-05-03,officially,0.6546687955199224
10,2022-05-03,weekly,0.35372482640538616
11,2022-05-03,waytooearly,0.7097327804900376
12,2022-05-03,mock,0.7602951149649253
13,2022-05-03,drafts,0.35372482640538616
14,2022-05-03,story,0.9075543126604715
15,2022-05-03,news,0.9999999999999999
16,2022-05-03,north,0.7097327804900376
17,2022-05-03,nfl,1.0
18,2022-05-03,draft,1.0
19,2022-05-03,grades,0.8453157718998657
20,2022-05-03,check,0.9632559892082277
21,2022-05-03,purpleptsd,0.7602951149649253
22,2022-05-03,local,0.6546687955199224
23,2022-05-03,minnesota,0.9999277136034529
24,2022-05-03,vikings,0.9999999999999708
25,2022-05-03,news,0.9999999999999999
26,2022-05-03,day,0.9878934746351303
27,2022-05-03,minnesota,0.9999277136034529
28,2022-05-03,vikings,0.9999999999999708
29,2022-05-03,newsanalysisnews,0.35372482640538616
30,2022-05-03,north,0.7097327804900376
31,2022-05-03,nfl,1.0
32,2022-05-03,draft,1.0
33,2022-05-03,grades,0.8453157718998657
0,2022-05-03,auston,0.5961167253116648
1,2022-05-03,matthews,0.6546687955199224
2,2022-05-03,goals,0.9999998960004248
3,2022-05-03,assist,0.8056287650697762
4,2022-05-03,jack,0.8056287650697762
5,2022-05-03,campbell,0.35372482640538616
6,2022-05-03,recorded,0.35372482640538616
7,2022-05-03,24save,0.35372482640538616
8,2022-05-03,shutout,0.4736938599518636
9,2022-05-03,lead,0.9489901389830325
10,2022-05-03,toronto,0.9919882462588104
11,2022-05-03,maple,0.9987649136878158
12,2022-05-03,leafs,1.0
13,2022-05-03,50,0.5353240898823204
14,2022-05-03,win,0.9999999999972718
15,2022-05-03,tampa,0.9075543126604715
16,2022-05-03,bay,0.8792400084965923
17,2022-05-03,lightning,0.9740785406197663
18,2022-05-03,game,1.0
19,2022-05-03,1,1.0
20,2022-05-03,series,0.999999996888177
21,2022-05-03,sheldon,1.0
22,2022-05-03,keefe,1.0
23,2022-05-03,leafs,1.0
24,2022-05-03,expect,1.0
25,2022-05-03,game,1.0
26,2022-05-03,2,1.0
27,2022-05-03,sportsnetcanhl,0.7602951149649253
28,2022-05-03,playoff,0.9999899669985921
29,2022-05-03,highlights,0.9878934746351303
30,2022-05-03,maple,0.9987649136878158
31,2022-05-03,leafs,1.0
32,2022-05-03,5,0.8453157718998657
33,2022-05-03,lightning,0.9740785406197663
34,2022-05-03,0,0.4736938599518636
0,2022-05-03,toronto,0.9919882462588104
1,2022-05-03,raptors,0.9075543126604715
2,2022-05-03,president,0.9075543126604715
3,2022-05-03,masai,0.7097327804900376
4,2022-05-03,ujiri,0.7097327804900376
5,2022-05-03,nba,0.999999996888177
6,2022-05-03,team,1.0
7,2022-05-03,contacted,0.5353240898823204
8,2022-05-03,head,0.9999899669985921
9,2022-05-03,coach,0.9999999999770828
10,2022-05-03,nick,0.8453157718998657
11,2022-05-03,nurse,0.7602951149649253
12,2022-05-03,sheldon,1.0
13,2022-05-03,keefe,1.0
14,2022-05-03,leafs,1.0
15,2022-05-03,expect,1.0
16,2022-05-03,game,1.0
17,2022-05-03,2,1.0
18,2022-05-03,sportsnetcaraptors,0.35372482640538616
19,2022-05-03,ujiri,0.7097327804900376
20,2022-05-03,nba,0.999999996888177
21,2022-05-03,teams,0.9999999922523256
22,2022-05-03,covet,0.35372482640538616
23,2022-05-03,nurse,0.7602951149649253
24,2022-05-03,dreaming,0.5961167253116648
0,2022-05-03,watch,0.997962672088907
1,2022-05-03,toronto,0.9919882462588104
2,2022-05-03,maple,0.9987649136878158
3,2022-05-03,leafs,1.0
4,2022-05-03,forward,0.9998665966315529
5,2022-05-03,mitch,0.5353240898823204
6,2022-05-03,marner,0.6546687955199224
7,2022-05-03,scores,0.6546687955199224
8,2022-05-03,tampa,0.9075543126604715
9,2022-05-03,bay,0.8792400084965923
10,2022-05-03,lightning,0.9740785406197663
11,2022-05-03,18game,0.35372482640538616
12,2022-05-03,playoff,0.9999899669985921
13,2022-05-03,goalless,0.5961167253116648
14,2022-05-03,drought,0.7097327804900376
15,2022-05-03,sheldon,1.0
16,2022-05-03,keefe,1.0
17,2022-05-03,leafs,1.0
18,2022-05-03,expect,1.0
19,2022-05-03,game,1.0
20,2022-05-03,2,1.0
21,2022-05-03,sportsnetcagotta,0.4736938599518636
22,2022-05-03,maple,0.9987649136878158
23,2022-05-03,leafs,1.0
24,2022-05-03,marner,0.6546687955199224
25,2022-05-03,breaks,0.5961167253116648
26,2022-05-03,playoff,0.9999899669985921
27,2022-05-03,drought,0.7097327804900376
0,2022-05-03,48th,0.35372482640538616
1,2022-05-03,match,0.9999999922523256
2,2022-05-03,ipl,0.9999899669985921
3,2022-05-03,patil,0.4736938599518636
4,2022-05-03,academy,0.7097327804900376
5,2022-05-03,gujarat,0.9740785406197663
6,2022-05-03,titans,0.9632559892082277
7,2022-05-03,punjab,0.9740785406197663
8,2022-05-03,kings,0.99975931561862
9,2022-05-03,face,0.8792400084965923
10,2022-05-03,league,1.0
11,2022-05-03,stage,0.6546687955199224
12,2022-05-03,game,1.0
13,2022-05-03,teams,0.9999999922523256
14,2022-05-03,gujarat,0.9740785406197663
15,2022-05-03,leg,0.9999801747780325
16,2022-05-03,6,0.8792400084965923
17,2022-05-03,wickets,0.9489901389830325
18,2022-05-03,chasing,0.5353240898823204
19,2022-05-03,target,0.9306289968641346
20,2022-05-03,190,0.35372482640538616
21,2022-05-03,runs,0.8453157718998657
22,2022-05-03,courtesy,0.5961167253116648
23,2022-05-03,rahul,0.8453157718998657
24,2022-05-03,tata,0.4736938599518636
25,2022-05-03,ipl,0.9999899669985921
26,2022-05-03,match,0.9999999922523256
27,2022-05-03,48,0.5961167253116648
28,2022-05-03,gt,0.9820952413415379
29,2022-05-03,pbks,0.9919882462588104
30,2022-05-03,squad,0.9306289968641346
31,2022-05-03,playing,0.9306289968641346
32,2022-05-03,scorecard,0.4736938599518636
33,2022-05-03,probable,0.4736938599518636
34,2022-05-03,playing,0.9306289968641346
35,2022-05-03,live,0.9999999999919997
36,2022-05-03,updates,0.9740785406197663
37,2022-05-03,prediction,0.999998866841359
38,2022-05-03,head,0.9999899669985921
39,2022-05-03,head,0.9999899669985921
40,2022-05-03,dankatata,0.35372482640538616
41,2022-05-03,ipl,0.9999899669985921
42,2022-05-03,match,0.9999999922523256
43,2022-05-03,48,0.5961167253116648
44,2022-05-03,gt,0.9820952413415379
45,2022-05-03,pbks,0.9919882462588104
46,2022-05-03,squad,0.9306289968641346
47,2022-05-03,playing,0.9306289968641346
48,2022-05-03,scorecard,0.4736938599518636
49,2022-05-03,probable,0.4736938599518636
50,2022-05-03,playing,0.9306289968641346
51,2022-05-03,live,0.9999999999919997
52,2022-05-03,updates,0.9740785406197663
53,2022-05-03,prediction,0.999998866841359
54,2022-05-03,head,0.9999899669985921
55,2022-05-03,head,0.9999899669985921
0,2022-05-03,phoenix,0.9306289968641346
